channel_id,sequence,send_height,ack_height,block_delay,send_time,ack_time,time_delay_sec
channel-75,843615,30116117,30116125,8,2025-02-22 08:01:04.938450,2025-02-22 08:01:16.225057,11.286607
channel-38946,123784,30116129,30116146,17,2025-02-22 08:01:20.866148,2025-02-22 08:01:42.042771,21.176623
channel-89321,19194,30116135,30116143,8,2025-02-22 08:01:27.840745,2025-02-22 08:01:37.869920,10.029175
channel-4,166644,30116167,30116192,25,2025-02-22 08:02:09.247006,2025-02-22 08:02:41.875037,32.628031
channel-122,666983,30116170,30116174,4,2025-02-22 08:02:13.942926,2025-02-22 08:02:18.415328,4.472402
channel-326,536578,30116175,30116187,12,2025-02-22 08:02:20.519343,2025-02-22 08:02:35.115880,14.596537
channel-326,536579,30116175,30116187,12,2025-02-22 08:02:20.519343,2025-02-22 08:02:35.115880,14.596537
channel-326,536580,30116175,30116187,12,2025-02-22 08:02:20.519343,2025-02-22 08:02:35.115880,14.596537
channel-326,536581,30116175,30116187,12,2025-02-22 08:02:20.519343,2025-02-22 08:02:35.115880,14.596537
channel-326,536582,30116175,30116187,12,2025-02-22 08:02:20.519343,2025-02-22 08:02:35.115880,14.596537
channel-326,536583,30116175,30116187,12,2025-02-22 08:02:20.519343,2025-02-22 08:02:35.115880,14.596537
channel-122,666984,30116183,30116187,4,2025-02-22 08:02:30.393973,2025-02-22 08:02:35.115880,4.721907
channel-75,843616,30116199,30116206,7,2025-02-22 08:02:50.686127,2025-02-22 08:02:58.496059,7.809932
channel-122,666985,30116201,30116206,5,2025-02-22 08:02:53.102016,2025-02-22 08:02:58.496059,5.394043
channel-6994,1321270,30116209,30116218,9,2025-02-22 08:03:01.968512,2025-02-22 08:03:17.020772,15.05226
channel-38946,123785,30116209,30116218,9,2025-02-22 08:03:01.968512,2025-02-22 08:03:17.020772,15.05226
channel-750,678875,30116210,30116224,14,2025-02-22 08:03:02.981685,2025-02-22 08:03:24.891003,21.909318
channel-208,1488461,30116214,30116224,10,2025-02-22 08:03:11.418140,2025-02-22 08:03:24.891003,13.472863
channel-122,666986,30116216,30116219,3,2025-02-22 08:03:14.784194,2025-02-22 08:03:19.171706,4.387512
channel-89321,19195,30116221,30116227,6,2025-02-22 08:03:21.480155,2025-02-22 08:03:28.416351,6.936196
channel-0,4033738,30116225,30116235,10,2025-02-22 08:03:26.070929,2025-02-22 08:03:37.995698,11.924769
channel-122,666987,30116234,30116237,3,2025-02-22 08:03:36.731832,2025-02-22 08:03:41.574401,4.842569
channel-75,843617,30116244,30116251,7,2025-02-22 08:03:49.401411,2025-02-22 08:03:59.613457,10.212046
channel-412,64316,30116254,30116263,9,2025-02-22 08:04:04.090340,2025-02-22 08:04:16.251351,12.161011
channel-750,678876,30116259,30116272,13,2025-02-22 08:04:10.692623,2025-02-22 08:04:26.726244,16.033621
channel-326,536584,30116265,30116282,17,2025-02-22 08:04:18.500385,2025-02-22 08:04:40.089594,21.589209
channel-326,536585,30116265,30116282,17,2025-02-22 08:04:18.500385,2025-02-22 08:04:40.089594,21.589209
channel-326,536586,30116265,30116282,17,2025-02-22 08:04:18.500385,2025-02-22 08:04:40.089594,21.589209
channel-326,536587,30116265,30116282,17,2025-02-22 08:04:18.500385,2025-02-22 08:04:40.089594,21.589209
channel-326,536588,30116265,30116282,17,2025-02-22 08:04:18.500385,2025-02-22 08:04:40.089594,21.589209
channel-326,536589,30116265,30116282,17,2025-02-22 08:04:18.500385,2025-02-22 08:04:40.089594,21.589209
channel-89321,19196,30116267,30116273,6,2025-02-22 08:04:21.018627,2025-02-22 08:04:27.769887,6.75126
channel-208,1488462,30116272,30116281,9,2025-02-22 08:04:26.726244,2025-02-22 08:04:38.967102,12.240858
channel-750,678877,30116274,30116288,14,2025-02-22 08:04:28.974696,2025-02-22 08:04:47.035628,18.060932
channel-38946,123786,30116275,30116291,16,2025-02-22 08:04:31.165063,2025-02-22 08:04:50.401743,19.23668
channel-412,64317,30116279,30116292,13,2025-02-22 08:04:35.947339,2025-02-22 08:04:51.626662,15.679323
channel-89298,18409,30116280,30116292,12,2025-02-22 08:04:37.223160,2025-02-22 08:04:51.626662,14.403502
channel-89321,19197,30116285,30116294,9,2025-02-22 08:04:43.636496,2025-02-22 08:04:53.888695,10.252199
channel-750,678878,30116299,30116312,13,2025-02-22 08:04:59.638746,2025-02-22 08:05:16.666896,17.02815
channel-6994,1321271,30116309,30116322,13,2025-02-22 08:05:12.086181,2025-02-22 08:05:30.120334,18.034153
channel-874,292003,30116312,30116318,6,2025-02-22 08:05:16.666896,2025-02-22 08:05:24.284029,7.617133
channel-782,309927,30116318,30116323,5,2025-02-22 08:05:24.284029,2025-02-22 08:05:31.172221,6.888192
channel-229,54920,30116319,30116331,12,2025-02-22 08:05:26.535120,2025-02-22 08:05:40.209015,13.673895
channel-6994,1321272,30116322,30116333,11,2025-02-22 08:05:30.120334,2025-02-22 08:05:42.596108,12.475774
channel-79241,946,30116330,30116341,11,2025-02-22 08:05:39.082474,2025-02-22 08:05:55.661580,16.579106
channel-188,190477,30116333,30116357,24,2025-02-22 08:05:42.596108,2025-02-22 08:06:14.621173,32.025065
channel-21113,25214,30116338,30116345,7,2025-02-22 08:05:52.491342,2025-02-22 08:06:00.267169,7.775827
channel-6994,1321273,30116345,30116356,11,2025-02-22 08:06:00.267169,2025-02-22 08:06:13.532438,13.265269
channel-21113,25215,30116348,30116355,7,2025-02-22 08:06:04.284521,2025-02-22 08:06:12.410385,8.125864
channel-2188,43267,30116349,30116353,4,2025-02-22 08:06:05.385312,2025-02-22 08:06:10.024271,4.638959
channel-75,843618,30116355,30116360,5,2025-02-22 08:06:12.410385,2025-02-22 08:06:20.347975,7.93759
channel-6994,1321274,30116358,30116368,10,2025-02-22 08:06:16.713961,2025-02-22 08:06:31.648915,14.934954
channel-6994,1321275,30116364,30116379,15,2025-02-22 08:06:25.910061,2025-02-22 08:06:44.184434,18.274373
channel-85186,843,30116368,30116381,13,2025-02-22 08:06:31.648915,2025-02-22 08:06:46.455336,14.806421
channel-0,4033739,30116369,30116378,9,2025-02-22 08:06:32.731264,2025-02-22 08:06:42.872932,10.141668
channel-6994,1321276,30116370,30116409,39,2025-02-22 08:06:33.799092,2025-02-22 08:07:20.283391,46.484299
channel-750,678879,30116375,30116387,12,2025-02-22 08:06:39.244221,2025-02-22 08:06:53.608166,14.363945
channel-6994,1321277,30116379,30116389,10,2025-02-22 08:06:44.184434,2025-02-22 08:06:55.923290,11.738856
channel-38946,123787,30116382,30116422,40,2025-02-22 08:06:47.558158,2025-02-22 08:07:41.764977,54.206819
channel-75,843619,30116391,30116399,8,2025-02-22 08:06:58.175748,2025-02-22 08:07:07.269918,9.09417
channel-750,678880,30116394,30116409,15,2025-02-22 08:07:01.482710,2025-02-22 08:07:20.283391,18.800681
channel-75,843620,30116405,30116412,7,2025-02-22 08:07:14.486094,2025-02-22 08:07:23.692482,9.206388
channel-89298,18410,30116406,30116413,7,2025-02-22 08:07:15.586364,2025-02-22 08:07:26.017787,10.431423
channel-75,843621,30116411,30116417,6,2025-02-22 08:07:22.644015,2025-02-22 08:07:34.446150,11.802135
channel-0,4033740,30116411,30116418,7,2025-02-22 08:07:22.644015,2025-02-22 08:07:35.671737,13.027722
channel-750,678881,30116416,30116427,11,2025-02-22 08:07:29.919566,2025-02-22 08:07:48.383192,18.463626
channel-326,536590,30116416,30116447,31,2025-02-22 08:07:29.919566,2025-02-22 08:08:13.331750,43.412184
channel-0,4033741,30116425,30116452,27,2025-02-22 08:07:45.195385,2025-02-22 08:08:19.571732,34.376347
channel-750,678882,30116432,30116448,16,2025-02-22 08:07:56.197163,2025-02-22 08:08:14.439630,18.242467
channel-8945,17713,30116432,30116452,20,2025-02-22 08:07:56.197163,2025-02-22 08:08:19.571732,23.374569
channel-1575,15137,30116441,30116451,10,2025-02-22 08:08:06.394743,2025-02-22 08:08:18.384902,11.990159
channel-199,132225,30116441,30116453,12,2025-02-22 08:08:06.394743,2025-02-22 08:08:20.715004,14.320261
channel-75,843622,30116448,30116455,7,2025-02-22 08:08:14.439630,2025-02-22 08:08:22.962685,8.523055
channel-85186,844,30116454,30116466,12,2025-02-22 08:08:21.838107,2025-02-22 08:08:36.830483,14.992376
channel-750,678883,30116456,30116470,14,2025-02-22 08:08:25.362040,2025-02-22 08:08:42.500529,17.138489
channel-0,4033742,30116466,30116474,8,2025-02-22 08:08:36.830483,2025-02-22 08:08:48.491531,11.661048
channel-75,843623,30116473,30116481,8,2025-02-22 08:08:46.344066,2025-02-22 08:08:56.810017,10.465951
channel-122,666988,30116479,30116482,3,2025-02-22 08:08:54.463048,2025-02-22 08:08:58.408421,3.945373
channel-750,678884,30116481,30116497,16,2025-02-22 08:08:56.810017,2025-02-22 08:09:16.989972,20.179955
channel-75,843624,30116494,30116500,6,2025-02-22 08:09:13.553898,2025-02-22 08:09:20.638557,7.084659
