channel_id,sequence,send_height,ack_height,block_delay,send_time,ack_time,time_delay_sec
channel-216,94187,30280093,30280293,200,2025-02-24 20:03:01.905056,2025-02-24 20:07:22.240920,260.335864
channel-6994,1324106,30280099,30280109,10,2025-02-24 20:03:08.787856,2025-02-24 20:03:24.618251,15.830395
channel-208,1489864,30280102,30280112,10,2025-02-24 20:03:13.093565,2025-02-24 20:03:28.976841,15.883276
channel-6994,1324107,30280103,30280114,11,2025-02-24 20:03:14.309819,2025-02-24 20:03:31.370359,17.06054
channel-750,682277,30280103,30280116,13,2025-02-24 20:03:14.309819,2025-02-24 20:03:33.614693,19.304874
channel-6994,1324108,30280114,30280124,10,2025-02-24 20:03:31.370359,2025-02-24 20:03:43.177204,11.806845
channel-6994,1324109,30280118,30280129,11,2025-02-24 20:03:36.034075,2025-02-24 20:03:49.421947,13.387872
channel-782,310147,30280122,30280130,8,2025-02-24 20:03:40.496677,2025-02-24 20:03:50.623952,10.127275
channel-1,408299,30280127,30280154,27,2025-02-24 20:03:47.160989,2025-02-24 20:04:19.690303,32.529314
channel-750,682278,30280128,30280145,17,2025-02-24 20:03:48.312847,2025-02-24 20:04:08.886567,20.57372
channel-320,119182,30280130,30280144,14,2025-02-24 20:03:50.623952,2025-02-24 20:04:07.663395,17.039443
channel-6787,166674,30280130,30280135,5,2025-02-24 20:03:50.623952,2025-02-24 20:03:56.246569,5.622617
channel-326,537746,30280134,30280143,9,2025-02-24 20:03:55.098624,2025-02-24 20:04:06.564908,11.466284
channel-0,4037948,30280135,30280148,13,2025-02-24 20:03:56.246569,2025-02-24 20:04:12.539411,16.292842
channel-782,310148,30280137,30280143,6,2025-02-24 20:03:58.479550,2025-02-24 20:04:06.564908,8.085358
channel-0,4037949,30280149,30280164,15,2025-02-24 20:04:13.714387,2025-02-24 20:04:31.635465,17.921078
channel-85077,59891,30280153,30280164,11,2025-02-24 20:04:18.455890,2025-02-24 20:04:31.635465,13.179575
channel-874,292823,30280169,30280180,11,2025-02-24 20:04:39.374882,2025-02-24 20:04:53.404795,14.029913
channel-750,682279,30280170,30280192,22,2025-02-24 20:04:40.626131,2025-02-24 20:05:10.351587,29.725456
channel-412,64517,30280174,30280183,9,2025-02-24 20:04:46.376062,2025-02-24 20:04:56.814875,10.438813
channel-750,682280,30280175,30280179,4,2025-02-24 20:04:47.507219,2025-02-24 20:04:52.221933,4.714714
channel-0,4037950,30280176,30280186,10,2025-02-24 20:04:48.683218,2025-02-24 20:05:00.455568,11.77235
channel-89321,19394,30280186,30280195,9,2025-02-24 20:05:00.455568,2025-02-24 20:05:13.889895,13.434327
channel-0,4037951,30280198,30280209,11,2025-02-24 20:05:18.827318,2025-02-24 20:05:32.956749,14.129431
channel-0,4037952,30280198,30280220,22,2025-02-24 20:05:18.827318,2025-02-24 20:05:46.278460,27.451142
channel-320,119183,30280201,30280235,34,2025-02-24 20:05:23.462585,2025-02-24 20:06:04.296234,40.833649
channel-122,667886,30280203,30280208,5,2025-02-24 20:05:25.852821,2025-02-24 20:05:31.582856,5.730035
channel-1429,140698,30280205,30280216,11,2025-02-24 20:05:28.183630,2025-02-24 20:05:41.779744,13.596114
channel-122,667887,30280219,30280223,4,2025-02-24 20:05:45.142461,2025-02-24 20:05:49.809114,4.666653
channel-122,667888,30280224,30280227,3,2025-02-24 20:05:51.469105,2025-02-24 20:05:55.114644,3.645539
channel-1,408300,30280230,30280255,25,2025-02-24 20:05:58.565758,2025-02-24 20:06:29.196248,30.63049
channel-98451,22,30280235,30280245,10,2025-02-24 20:06:04.296234,2025-02-24 20:06:18.023904,13.72767
channel-0,4037953,30280236,30280243,7,2025-02-24 20:06:05.667573,2025-02-24 20:06:15.755607,10.088034
channel-208,1489865,30280250,30280256,6,2025-02-24 20:06:23.510802,2025-02-24 20:06:34.520722,11.00992
channel-19774,345853,30280250,30280255,5,2025-02-24 20:06:23.510802,2025-02-24 20:06:29.196248,5.685446
channel-6994,1324110,30280256,30280266,10,2025-02-24 20:06:34.520722,2025-02-24 20:06:46.396475,11.875753
channel-750,682281,30280259,30280273,14,2025-02-24 20:06:37.885047,2025-02-24 20:06:55.022650,17.137603
channel-750,682282,30280260,30280275,15,2025-02-24 20:06:39.558843,2025-02-24 20:06:57.230164,17.671321
channel-0,4037954,30280271,30280281,10,2025-02-24 20:06:52.713626,2025-02-24 20:07:04.411062,11.697436
channel-6994,1324111,30280271,30280281,10,2025-02-24 20:06:52.713626,2025-02-24 20:07:04.411062,11.697436
channel-0,4037955,30280271,30280281,10,2025-02-24 20:06:52.713626,2025-02-24 20:07:04.411062,11.697436
channel-6994,1324112,30280276,30280286,10,2025-02-24 20:06:58.463873,2025-02-24 20:07:11.598140,13.134267
channel-1,408301,30280276,30280295,19,2025-02-24 20:06:58.463873,2025-02-24 20:07:24.597505,26.133632
channel-1,408302,30280276,30280295,19,2025-02-24 20:06:58.463873,2025-02-24 20:07:24.597505,26.133632
channel-208,1489866,30280281,30280290,9,2025-02-24 20:07:04.411062,2025-02-24 20:07:18.214555,13.803493
channel-750,682283,30280295,30280299,4,2025-02-24 20:07:24.597505,2025-02-24 20:07:30.305287,5.707782
channel-0,4037956,30280295,30280306,11,2025-02-24 20:07:24.597505,2025-02-24 20:07:38.831999,14.234494
channel-1,408303,30280301,30280328,27,2025-02-24 20:07:32.520767,2025-02-24 20:08:12.389329,39.868562
channel-0,4037957,30280302,30280309,7,2025-02-24 20:07:33.838912,2025-02-24 20:07:44.814340,10.975428
channel-0,4037958,30280303,30280314,11,2025-02-24 20:07:35.217498,2025-02-24 20:07:51.448150,16.230652
channel-1,408304,30280307,30280328,21,2025-02-24 20:07:40.025188,2025-02-24 20:08:12.389329,32.364141
channel-94814,3754,30280311,30280319,8,2025-02-24 20:07:47.278860,2025-02-24 20:07:57.030429,9.751569
channel-0,4037959,30280311,30280331,20,2025-02-24 20:07:47.278860,2025-02-24 20:08:15.786724,28.507864
channel-6994,1324113,30280317,30280327,10,2025-02-24 20:07:54.777568,2025-02-24 20:08:11.289502,16.511934
channel-6994,1324114,30280322,30280337,15,2025-02-24 20:08:01.392532,2025-02-24 20:08:22.997286,21.604754
channel-1575,15189,30280335,30280343,8,2025-02-24 20:08:20.615971,2025-02-24 20:08:35.533430,14.917459
channel-750,682284,30280340,30280343,3,2025-02-24 20:08:27.652588,2025-02-24 20:08:35.533430,7.880842
channel-208,1489867,30280349,30280359,10,2025-02-24 20:08:43.967361,2025-02-24 20:08:56.010292,12.042931
channel-85077,59892,30280349,30280358,9,2025-02-24 20:08:43.967361,2025-02-24 20:08:54.365570,10.398209
channel-6994,1324115,30280354,30280387,33,2025-02-24 20:08:49.841610,2025-02-24 20:09:30.739881,40.898271
channel-6787,166675,30280356,30280362,6,2025-02-24 20:08:52.092155,2025-02-24 20:08:59.507401,7.415246
channel-38946,124102,30280358,30280380,22,2025-02-24 20:08:54.365570,2025-02-24 20:09:21.497820,27.13225
channel-750,682285,30280358,30280380,22,2025-02-24 20:08:54.365570,2025-02-24 20:09:21.497820,27.13225
channel-326,537747,30280363,30280370,7,2025-02-24 20:09:00.774644,2025-02-24 20:09:09.687761,8.913117
channel-21113,25308,30280368,30280377,9,2025-02-24 20:09:07.372888,2025-02-24 20:09:17.974670,10.601782
channel-122,667889,30280373,30280377,4,2025-02-24 20:09:13.180372,2025-02-24 20:09:17.974670,4.794298
channel-21113,25309,30280374,30280383,9,2025-02-24 20:09:14.430721,2025-02-24 20:09:26.123334,11.692613
channel-85077,59893,30280374,30280383,9,2025-02-24 20:09:14.430721,2025-02-24 20:09:26.123334,11.692613
channel-750,682286,30280375,30280392,17,2025-02-24 20:09:15.548410,2025-02-24 20:09:38.647473,23.099063
channel-326,537748,30280378,30280390,12,2025-02-24 20:09:19.242359,2025-02-24 20:09:35.752297,16.509938
channel-0,4037960,30280384,30280395,11,2025-02-24 20:09:27.197032,2025-02-24 20:09:42.082748,14.885716
channel-5,184275,30280387,30280395,8,2025-02-24 20:09:30.739881,2025-02-24 20:09:42.082748,11.342867
channel-750,682287,30280410,30280421,11,2025-02-24 20:10:00.120342,2025-02-24 20:10:14.839662,14.71932
channel-750,682288,30280410,30280421,11,2025-02-24 20:10:00.120342,2025-02-24 20:10:14.839662,14.71932
channel-85077,59894,30280410,30280427,17,2025-02-24 20:10:00.120342,2025-02-24 20:10:24.185937,24.065595
channel-94814,3755,30280423,30280434,11,2025-02-24 20:10:18.682215,2025-02-24 20:10:34.111851,15.429636
channel-782,310149,30280424,30280429,5,2025-02-24 20:10:19.778940,2025-02-24 20:10:28.293401,8.514461
channel-0,4037961,30280430,30280438,8,2025-02-24 20:10:29.512174,2025-02-24 20:10:40.514754,11.00258
channel-6994,1324116,30280431,30280445,14,2025-02-24 20:10:30.661934,2025-02-24 20:10:48.608741,17.946807
channel-0,4037962,30280435,30280463,28,2025-02-24 20:10:36.599426,2025-02-24 20:11:10.393337,33.793911
channel-122,667890,30280436,30280440,4,2025-02-24 20:10:37.784568,2025-02-24 20:10:42.799343,5.014775
channel-750,682289,30280437,30280444,7,2025-02-24 20:10:39.149430,2025-02-24 20:10:47.364753,8.215323
channel-750,682290,30280437,30280457,20,2025-02-24 20:10:39.149430,2025-02-24 20:11:03.354115,24.204685
channel-144,86681,30280439,30280451,12,2025-02-24 20:10:41.676387,2025-02-24 20:10:55.660149,13.983762
channel-38946,124103,30280442,30280451,9,2025-02-24 20:10:45.089092,2025-02-24 20:10:55.660149,10.571057
channel-6994,1324117,30280455,30280466,11,2025-02-24 20:11:00.285065,2025-02-24 20:11:14.732250,14.447185
channel-122,667891,30280459,30280463,4,2025-02-24 20:11:05.660866,2025-02-24 20:11:10.393337,4.732471
channel-412,64518,30280465,30280475,10,2025-02-24 20:11:13.662712,2025-02-24 20:11:25.029861,11.367149
channel-750,682291,30280471,30280476,5,2025-02-24 20:11:20.528713,2025-02-24 20:11:26.311446,5.782733
channel-259,314244,30280478,30280484,6,2025-02-24 20:11:28.573547,2025-02-24 20:11:36.766562,8.193015
channel-750,682292,30280482,30280492,10,2025-02-24 20:11:34.403184,2025-02-24 20:11:47.209548,12.806364
channel-750,682293,30280490,30280499,9,2025-02-24 20:11:44.951084,2025-02-24 20:11:56.960139,12.009055
channel-0,4037963,30280510,30280519,9,2025-02-24 20:12:10.117845,2025-02-24 20:12:23.126742,13.008897
channel-85077,59895,30280510,30280520,10,2025-02-24 20:12:10.117845,2025-02-24 20:12:24.821871,14.704026
channel-85077,59896,30280512,30280521,9,2025-02-24 20:12:14.084537,2025-02-24 20:12:26.399676,12.315139
channel-750,682294,30280515,30280521,6,2025-02-24 20:12:17.544083,2025-02-24 20:12:26.399676,8.855593
channel-750,682295,30280520,30280524,4,2025-02-24 20:12:24.821871,2025-02-24 20:12:33.171096,8.349225
channel-0,4037964,30280520,30280542,22,2025-02-24 20:12:24.821871,2025-02-24 20:12:56.407860,31.585989
channel-0,4037965,30280530,30280542,12,2025-02-24 20:12:40.201751,2025-02-24 20:12:56.407860,16.206109
channel-750,682296,30280557,30280568,11,2025-02-24 20:13:15.406034,2025-02-24 20:13:29.661531,14.255497
channel-143,128302,30280559,30280583,24,2025-02-24 20:13:17.681111,2025-02-24 20:13:48.419092,30.737981
channel-6994,1324118,30280564,30280578,14,2025-02-24 20:13:24.834198,2025-02-24 20:13:42.582099,17.747901
channel-750,682297,30280566,30280571,5,2025-02-24 20:13:27.230987,2025-02-24 20:13:33.035632,5.804645
channel-208,1489868,30280571,30280582,11,2025-02-24 20:13:33.035632,2025-02-24 20:13:47.266426,14.230794
channel-6994,1324119,30280577,30280587,10,2025-02-24 20:13:41.274043,2025-02-24 20:13:54.128252,12.854209
channel-216,94188,30280581,30280672,91,2025-02-24 20:13:46.020346,2025-02-24 20:15:47.352196,121.33185
channel-326,537749,30280588,30280595,7,2025-02-24 20:13:55.772290,2025-02-24 20:14:03.779797,8.007507
channel-91017,2798,30280591,30280600,9,2025-02-24 20:13:59.358744,2025-02-24 20:14:09.312801,9.954057
channel-208,1489869,30280593,30280603,10,2025-02-24 20:14:01.487799,2025-02-24 20:14:16.769597,15.281798
channel-85077,59897,30280593,30280600,7,2025-02-24 20:14:01.487799,2025-02-24 20:14:09.312801,7.825002
channel-750,682298,30280596,30280607,11,2025-02-24 20:14:04.898603,2025-02-24 20:14:21.719207,16.820604
channel-208,1489870,30280600,30280612,12,2025-02-24 20:14:09.312801,2025-02-24 20:14:28.533373,19.220572
channel-75,844952,30280604,30280610,6,2025-02-24 20:14:17.923148,2025-02-24 20:14:25.169958,7.24681
channel-750,682299,30280614,30280619,5,2025-02-24 20:14:30.765421,2025-02-24 20:14:37.922391,7.15697
channel-91017,2799,30280617,30280625,8,2025-02-24 20:14:34.196654,2025-02-24 20:14:46.612756,12.416102
channel-208,1489871,30280619,30280629,10,2025-02-24 20:14:37.922391,2025-02-24 20:14:52.079910,14.157519
channel-208,1489872,30280619,30280629,10,2025-02-24 20:14:37.922391,2025-02-24 20:14:52.079910,14.157519
channel-0,4037966,30280625,30280637,12,2025-02-24 20:14:46.612756,2025-02-24 20:15:01.433841,14.821085
channel-750,682300,30280630,30280664,34,2025-02-24 20:14:53.168099,2025-02-24 20:15:35.953802,42.785703
channel-5,184276,30280635,30280646,11,2025-02-24 20:14:59.163596,2025-02-24 20:15:12.679456,13.51586
channel-750,682301,30280651,30280657,6,2025-02-24 20:15:18.413806,2025-02-24 20:15:26.731996,8.31819
channel-208,1489873,30280656,30280666,10,2025-02-24 20:15:25.694444,2025-02-24 20:15:38.217558,12.523114
channel-208,1489874,30280671,30280685,14,2025-02-24 20:15:45.097389,2025-02-24 20:16:02.514189,17.4168
channel-750,682302,30280677,30280683,6,2025-02-24 20:15:53.244190,2025-02-24 20:16:00.111423,6.867233
channel-6994,1324120,30280689,30280702,13,2025-02-24 20:16:09.011970,2025-02-24 20:16:24.200054,15.188084
channel-750,682303,30280689,30280694,5,2025-02-24 20:16:09.011970,2025-02-24 20:16:14.874480,5.86251
channel-6994,1324121,30280695,30280707,12,2025-02-24 20:16:16.011775,2025-02-24 20:16:30.053219,14.041444
channel-0,4037967,30280696,30280706,10,2025-02-24 20:16:17.167308,2025-02-24 20:16:28.980667,11.813359
channel-6994,1324122,30280700,30280713,13,2025-02-24 20:16:21.977566,2025-02-24 20:16:37.200632,15.223066
channel-783,104220,30280704,30280716,12,2025-02-24 20:16:26.561422,2025-02-24 20:16:40.766200,14.204778
channel-0,4037968,30280707,30280717,10,2025-02-24 20:16:30.053219,2025-02-24 20:16:41.946864,11.893645
channel-750,682304,30280710,30280720,10,2025-02-24 20:16:33.648700,2025-02-24 20:16:45.927752,12.279052
channel-6994,1324123,30280728,30280736,8,2025-02-24 20:16:56.896908,2025-02-24 20:17:10.039058,13.14215
channel-122,667892,30280733,30280736,3,2025-02-24 20:17:02.486407,2025-02-24 20:17:10.039058,7.552651
channel-750,682305,30280741,30280746,5,2025-02-24 20:17:16.684944,2025-02-24 20:17:23.657351,6.972407
channel-98451,25,30280741,30280751,10,2025-02-24 20:17:16.684944,2025-02-24 20:17:30.911956,14.227012
channel-750,682306,30280747,30280761,14,2025-02-24 20:17:24.719248,2025-02-24 20:17:42.802970,18.083722
channel-208,1489875,30280752,30280763,11,2025-02-24 20:17:32.164388,2025-02-24 20:17:45.197050,13.032662
channel-6994,1324124,30280760,30280771,11,2025-02-24 20:17:41.502276,2025-02-24 20:17:58.071098,16.568822
channel-216,94189,30280765,30280872,107,2025-02-24 20:17:47.633145,2025-02-24 20:20:08.952272,141.319127
channel-259,314245,30280767,30280773,6,2025-02-24 20:17:50.939104,2025-02-24 20:18:00.649702,9.710598
channel-216,94190,30280767,30280872,105,2025-02-24 20:17:50.939104,2025-02-24 20:20:08.952272,138.013168
channel-874,292824,30280771,30280787,16,2025-02-24 20:17:58.071098,2025-02-24 20:18:17.040811,18.969713
channel-6994,1324125,30280790,30280803,13,2025-02-24 20:18:20.623497,2025-02-24 20:18:36.869365,16.245868
channel-6994,1324126,30280796,30280806,10,2025-02-24 20:18:28.521386,2025-02-24 20:18:41.602954,13.081568
channel-0,4037969,30280798,30280811,13,2025-02-24 20:18:30.952262,2025-02-24 20:18:47.349109,16.396847
channel-216,94191,30280811,30280887,76,2025-02-24 20:18:47.349109,2025-02-24 20:20:28.022235,100.673126
channel-1,408305,30280820,30280852,32,2025-02-24 20:18:59.725139,2025-02-24 20:19:41.543470,41.818331
channel-98451,27,30280824,30280842,18,2025-02-24 20:19:04.526082,2025-02-24 20:19:28.354132,23.82805
channel-85077,59898,30280825,30280835,10,2025-02-24 20:19:05.723455,2025-02-24 20:19:17.800009,12.076554
channel-122,667893,30280830,30280834,4,2025-02-24 20:19:12.265609,2025-02-24 20:19:16.655123,4.389514
channel-6994,1324127,30280837,30280849,12,2025-02-24 20:19:21.504268,2025-02-24 20:19:37.951083,16.446815
channel-0,4037970,30280841,30280849,8,2025-02-24 20:19:26.119641,2025-02-24 20:19:37.951083,11.831442
channel-122,667894,30280847,30280852,5,2025-02-24 20:19:35.091245,2025-02-24 20:19:41.543470,6.452225
channel-412,64519,30280849,30280876,27,2025-02-24 20:19:37.951083,2025-02-24 20:20:14.560167,36.609084
channel-208,1489876,30280854,30280864,10,2025-02-24 20:19:44.952657,2025-02-24 20:19:58.812039,13.859382
channel-6994,1324128,30280854,30280862,8,2025-02-24 20:19:44.952657,2025-02-24 20:19:56.508352,11.555695
channel-750,682307,30280856,30280860,4,2025-02-24 20:19:47.134677,2025-02-24 20:19:52.438576,5.303899
channel-6994,1324129,30280866,30280878,12,2025-02-24 20:20:01.018351,2025-02-24 20:20:16.944738,15.926387
channel-199,132697,30280867,30280876,9,2025-02-24 20:20:03.289920,2025-02-24 20:20:14.560167,11.270247
channel-122,667895,30280870,30280875,5,2025-02-24 20:20:06.715705,2025-02-24 20:20:13.454121,6.738416
channel-340,3175,30280872,30280881,9,2025-02-24 20:20:08.952272,2025-02-24 20:20:20.447564,11.495292
channel-85077,59899,30280873,30280900,27,2025-02-24 20:20:10.116695,2025-02-24 20:20:43.002321,32.885626
channel-783,104221,30280876,30280884,8,2025-02-24 20:20:14.560167,2025-02-24 20:20:24.438270,9.878103
channel-208,1489877,30280880,30280893,13,2025-02-24 20:20:19.258478,2025-02-24 20:20:34.689475,15.430997
channel-85791,3750,30280882,30280889,7,2025-02-24 20:20:21.600991,2025-02-24 20:20:30.287686,8.686695
channel-122,667896,30280884,30280889,5,2025-02-24 20:20:24.438270,2025-02-24 20:20:30.287686,5.849416
channel-6994,1324130,30280886,30280898,12,2025-02-24 20:20:26.869222,2025-02-24 20:20:40.514250,13.645028
channel-6994,1324131,30280889,30280898,9,2025-02-24 20:20:30.287686,2025-02-24 20:20:40.514250,10.226564
channel-75,844953,30280889,30280896,7,2025-02-24 20:20:30.287686,2025-02-24 20:20:38.292960,8.005274
channel-750,682308,30280891,30280896,5,2025-02-24 20:20:32.442245,2025-02-24 20:20:38.292960,5.850715
channel-208,1489878,30280897,30280907,10,2025-02-24 20:20:39.442136,2025-02-24 20:20:51.353213,11.911077
channel-0,4037971,30280901,30280911,10,2025-02-24 20:20:44.513000,2025-02-24 20:20:55.982001,11.469001
channel-122,667897,30280901,30280905,4,2025-02-24 20:20:44.513000,2025-02-24 20:20:49.118343,4.605343
channel-750,682309,30280903,30280916,13,2025-02-24 20:20:46.791737,2025-02-24 20:21:03.516212,16.724475
channel-122,667898,30280910,30280914,4,2025-02-24 20:20:54.742384,2025-02-24 20:21:00.761183,6.018799
channel-2,130612,30280913,30280922,9,2025-02-24 20:20:59.579396,2025-02-24 20:21:10.556231,10.976835
channel-326,537750,30280914,30280929,15,2025-02-24 20:21:00.761183,2025-02-24 20:21:19.818826,19.057643
channel-0,4037972,30280923,30280935,12,2025-02-24 20:21:12.657293,2025-02-24 20:21:26.601728,13.944435
channel-122,667899,30280925,30280929,4,2025-02-24 20:21:15.234117,2025-02-24 20:21:19.818826,4.584709
channel-73,51333,30280929,30280940,11,2025-02-24 20:21:19.818826,2025-02-24 20:21:32.396327,12.577501
channel-85077,59900,30280938,30280944,6,2025-02-24 20:21:30.004189,2025-02-24 20:21:40.040425,10.036236
channel-6994,1324132,30280950,30280962,12,2025-02-24 20:21:48.345683,2025-02-24 20:22:04.373266,16.027583
channel-6994,1324133,30280951,30280962,11,2025-02-24 20:21:50.027138,2025-02-24 20:22:04.373266,14.346128
channel-88,467092,30280961,30280980,19,2025-02-24 20:22:03.139155,2025-02-24 20:22:28.421540,25.282385
channel-874,292825,30280961,30280969,8,2025-02-24 20:22:03.139155,2025-02-24 20:22:15.790941,12.651786
channel-6994,1324134,30280963,30280976,13,2025-02-24 20:22:06.830438,2025-02-24 20:22:23.732689,16.902251
channel-85077,59901,30280965,30280974,9,2025-02-24 20:22:10.227170,2025-02-24 20:22:21.439632,11.212462
channel-85077,59902,30280968,30280978,10,2025-02-24 20:22:14.716492,2025-02-24 20:22:25.983496,11.267004
channel-98451,28,30280975,30280986,11,2025-02-24 20:22:22.587983,2025-02-24 20:22:37.082810,14.494827
channel-0,4037973,30280985,30280995,10,2025-02-24 20:22:35.472080,2025-02-24 20:22:47.878770,12.40669
channel-6994,1324135,30280985,30280997,12,2025-02-24 20:22:35.472080,2025-02-24 20:22:50.217868,14.745788
channel-38946,124104,30280991,30281014,23,2025-02-24 20:22:42.928825,2025-02-24 20:23:11.134948,28.206123
channel-208,1489879,30280993,30281003,10,2025-02-24 20:22:45.513473,2025-02-24 20:22:57.108031,11.594558
channel-6994,1324136,30280997,30281008,11,2025-02-24 20:22:50.217868,2025-02-24 20:23:02.938172,12.720304
channel-0,4037974,30281005,30281014,9,2025-02-24 20:22:59.459976,2025-02-24 20:23:11.134948,11.674972
channel-208,1489880,30281010,30281020,10,2025-02-24 20:23:05.418619,2025-02-24 20:23:18.617952,13.199333
channel-6994,1324137,30281012,30281022,10,2025-02-24 20:23:08.787374,2025-02-24 20:23:21.447792,12.660418
channel-148,16083,30281035,30281043,8,2025-02-24 20:23:37.848322,2025-02-24 20:23:48.541577,10.693255
channel-750,682310,30281039,30281056,17,2025-02-24 20:23:43.909239,2025-02-24 20:24:05.467728,21.558489
channel-326,537751,30281041,30281047,6,2025-02-24 20:23:46.215334,2025-02-24 20:23:54.298207,8.082873
channel-874,292826,30281051,30281061,10,2025-02-24 20:23:59.553634,2025-02-24 20:24:12.051128,12.497494
channel-6994,1324138,30281064,30281075,11,2025-02-24 20:24:16.874357,2025-02-24 20:24:30.688524,13.814167
channel-259,314246,30281078,30281084,6,2025-02-24 20:24:34.173733,2025-02-24 20:24:41.587750,7.414017
channel-85077,59903,30281087,30281096,9,2025-02-24 20:24:45.043945,2025-02-24 20:24:55.446044,10.402099
channel-88,467093,30281108,30281121,13,2025-02-24 20:25:11.685766,2025-02-24 20:25:29.025353,17.339587
channel-38946,124105,30281111,30281129,18,2025-02-24 20:25:16.148822,2025-02-24 20:25:41.801074,25.652252
channel-6994,1324139,30281120,30281131,11,2025-02-24 20:25:27.773020,2025-02-24 20:25:44.071137,16.298117
channel-122,667900,30281126,30281129,3,2025-02-24 20:25:38.361788,2025-02-24 20:25:41.801074,3.439286
channel-412,64520,30281130,30281138,8,2025-02-24 20:25:42.928704,2025-02-24 20:25:52.715011,9.786307
channel-6994,1324140,30281132,30281147,15,2025-02-24 20:25:45.207798,2025-02-24 20:26:03.290342,18.082544
channel-6994,1324141,30281140,30281152,12,2025-02-24 20:25:54.977181,2025-02-24 20:26:09.837342,14.860161
channel-412,64521,30281148,30281155,7,2025-02-24 20:26:04.970684,2025-02-24 20:26:16.763637,11.792953
channel-143,128303,30281151,30281170,19,2025-02-24 20:26:08.717267,2025-02-24 20:26:35.180661,26.463394
channel-0,4037975,30281163,30281173,10,2025-02-24 20:26:27.128021,2025-02-24 20:26:39.621108,12.493087
channel-115,20368,30281171,30281181,10,2025-02-24 20:26:37.314030,2025-02-24 20:26:50.394307,13.080277
channel-0,4037976,30281174,30281184,10,2025-02-24 20:26:40.885987,2025-02-24 20:26:55.354334,14.468347
channel-750,682311,30281174,30281182,8,2025-02-24 20:26:40.885987,2025-02-24 20:26:52.061589,11.175602
channel-251,85188,30281181,30281212,31,2025-02-24 20:26:50.394307,2025-02-24 20:27:30.918279,40.523972
channel-143,128304,30281188,30281199,11,2025-02-24 20:27:00.403680,2025-02-24 20:27:13.013719,12.610039
channel-750,682312,30281195,30281203,8,2025-02-24 20:27:08.557501,2025-02-24 20:27:17.767116,9.209615
channel-750,682313,30281197,30281201,4,2025-02-24 20:27:10.783080,2025-02-24 20:27:15.472623,4.689543
channel-6994,1324142,30281199,30281211,12,2025-02-24 20:27:13.013719,2025-02-24 20:27:29.665087,16.651368
channel-0,4037977,30281210,30281223,13,2025-02-24 20:27:26.973331,2025-02-24 20:27:43.618718,16.645387
channel-1279,67117,30281211,30281248,37,2025-02-24 20:27:29.665087,2025-02-24 20:28:15.138577,45.47349
channel-1,408306,30281223,30281271,48,2025-02-24 20:27:43.618718,2025-02-24 20:28:44.626755,61.008037
channel-85077,59904,30281225,30281234,9,2025-02-24 20:27:45.805981,2025-02-24 20:27:57.502582,11.696601
channel-143,128305,30281236,30281246,10,2025-02-24 20:27:59.853113,2025-02-24 20:28:12.777947,12.924834
channel-6994,1324143,30281237,30281247,10,2025-02-24 20:28:01.016613,2025-02-24 20:28:13.911004,12.894391
channel-184,137407,30281239,30281249,10,2025-02-24 20:28:04.280139,2025-02-24 20:28:16.300461,12.020322
